#    L    TT             EE             BB             TE          
  5528   0.714254E+00   0.110775E-01   0.541621E-02  -0.141504E-01
  5529   0.713797E+00   0.110679E-01   0.541436E-02  -0.141382E-01
  5530   0.713452E+00   0.110583E-01   0.541246E-02  -0.141260E-01
  5531   0.712995E+00   0.110487E-01   0.541061E-02  -0.141138E-01
  5532   0.712651E+00   0.110391E-01   0.540872E-02  -0.141017E-01
  5533   0.712196E+00   0.110295E-01   0.540687E-02  -0.140896E-01
  5534   0.711853E+00   0.110200E-01   0.540498E-02  -0.140775E-01
  5535   0.711399E+00   0.110104E-01   0.540313E-02  -0.140654E-01
  5536   0.711057E+00   0.110009E-01   0.540124E-02  -0.140533E-01
  5537   0.710604E+00   0.109914E-01   0.539939E-02  -0.140413E-01
  5538   0.710264E+00   0.109819E-01   0.539751E-02  -0.140293E-01
  5539   0.709811E+00   0.109724E-01   0.539566E-02  -0.140173E-01
  5540   0.709472E+00   0.109630E-01   0.539378E-02  -0.140054E-01
  5541   0.709021E+00   0.109535E-01   0.539194E-02  -0.139935E-01
  5542   0.708683E+00   0.109441E-01   0.539006E-02  -0.139816E-01
  5543   0.708233E+00   0.109346E-01   0.538822E-02  -0.139697E-01
  5544   0.707896E+00   0.109253E-01   0.538634E-02  -0.139578E-01
  5545   0.707447E+00   0.109158E-01   0.538450E-02  -0.139460E-01
  5546   0.707111E+00   0.109065E-01   0.538263E-02  -0.139341E-01
  5547   0.706664E+00   0.108971E-01   0.538079E-02  -0.139223E-01
  5548   0.706329E+00   0.108878E-01   0.537892E-02  -0.139106E-01
  5549   0.705882E+00   0.108784E-01   0.537708E-02  -0.138988E-01
  5550   0.705548E+00   0.108691E-01   0.537521E-02  -0.138871E-01
  5551   0.705103E+00   0.108598E-01   0.537338E-02  -0.138754E-01
  5552   0.704770E+00   0.108505E-01   0.537151E-02  -0.138637E-01
  5553   0.704325E+00   0.108412E-01   0.536968E-02  -0.138520E-01
  5554   0.703994E+00   0.108320E-01   0.536781E-02  -0.138404E-01
  5555   0.703550E+00   0.108227E-01   0.536599E-02  -0.138288E-01
  5556   0.703220E+00   0.108135E-01   0.536412E-02  -0.138172E-01
  5557   0.702777E+00   0.108042E-01   0.536230E-02  -0.138056E-01
  5558   0.702448E+00   0.107951E-01   0.536043E-02  -0.137940E-01
  5559   0.702006E+00   0.107858E-01   0.535861E-02  -0.137825E-01
  5560   0.701678E+00   0.107767E-01   0.535675E-02  -0.137710E-01
  5561   0.701238E+00   0.107675E-01   0.535493E-02  -0.137595E-01
  5562   0.700911E+00   0.107584E-01   0.535307E-02  -0.137480E-01
  5563   0.700471E+00   0.107492E-01   0.535125E-02  -0.137366E-01
  5564   0.700145E+00   0.107401E-01   0.534940E-02  -0.137251E-01
  5565   0.699706E+00   0.107310E-01   0.534758E-02  -0.137137E-01
  5566   0.699381E+00   0.107219E-01   0.534573E-02  -0.137023E-01
  5567   0.698944E+00   0.107128E-01   0.534391E-02  -0.136910E-01
  5568   0.698620E+00   0.107037E-01   0.534206E-02  -0.136796E-01
  5569   0.698183E+00   0.106947E-01   0.534025E-02  -0.136683E-01
  5570   0.697860E+00   0.106857E-01   0.533840E-02  -0.136570E-01
  5571   0.697424E+00   0.106766E-01   0.533659E-02  -0.136457E-01
  5572   0.697103E+00   0.106676E-01   0.533474E-02  -0.136344E-01
  5573   0.696668E+00   0.106586E-01   0.533293E-02  -0.136232E-01
  5574   0.696347E+00   0.106496E-01   0.533109E-02  -0.136119E-01
  5575   0.695913E+00   0.106406E-01   0.532928E-02  -0.136007E-01
  5576   0.695594E+00   0.106317E-01   0.532744E-02  -0.135895E-01
  5577   0.695161E+00   0.106227E-01   0.532564E-02  -0.135784E-01
  5578   0.694842E+00   0.106138E-01   0.532379E-02  -0.135672E-01
  5579   0.694410E+00   0.106049E-01   0.532199E-02  -0.135561E-01
  5580   0.694092E+00   0.105960E-01   0.532015E-02  -0.135450E-01
  5581   0.693661E+00   0.105871E-01   0.531836E-02  -0.135339E-01
  5582   0.693345E+00   0.105783E-01   0.531652E-02  -0.135228E-01
  5583   0.692915E+00   0.105694E-01   0.531472E-02  -0.135117E-01
  5584   0.692599E+00   0.105606E-01   0.531288E-02  -0.135007E-01
  5585   0.692170E+00   0.105517E-01   0.531109E-02  -0.134897E-01
  5586   0.691855E+00   0.105429E-01   0.530926E-02  -0.134787E-01
  5587   0.691427E+00   0.105341E-01   0.530747E-02  -0.134677E-01
  5588   0.691113E+00   0.105253E-01   0.530563E-02  -0.134567E-01
  5589   0.690686E+00   0.105165E-01   0.530385E-02  -0.134458E-01
  5590   0.690373E+00   0.105078E-01   0.530201E-02  -0.134349E-01
  5591   0.689947E+00   0.104990E-01   0.530023E-02  -0.134239E-01
  5592   0.689635E+00   0.104903E-01   0.529840E-02  -0.134131E-01
  5593   0.689209E+00   0.104815E-01   0.529662E-02  -0.134022E-01
  5594   0.688899E+00   0.104728E-01   0.529479E-02  -0.133913E-01
  5595   0.688474E+00   0.104641E-01   0.529301E-02  -0.133805E-01
  5596   0.688164E+00   0.104555E-01   0.529118E-02  -0.133697E-01
  5597   0.687740E+00   0.104468E-01   0.528940E-02  -0.133589E-01
  5598   0.687432E+00   0.104381E-01   0.528758E-02  -0.133481E-01
  5599   0.687009E+00   0.104295E-01   0.528580E-02  -0.133373E-01
  5600   0.686701E+00   0.104209E-01   0.528398E-02  -0.133266E-01
  5601   0.686279E+00   0.104122E-01   0.528221E-02  -0.133158E-01
  5602   0.685972E+00   0.104036E-01   0.528039E-02  -0.133051E-01
  5603   0.685551E+00   0.103950E-01   0.527861E-02  -0.132944E-01
  5604   0.685245E+00   0.103865E-01   0.527680E-02  -0.132837E-01
  5605   0.684824E+00   0.103779E-01   0.527503E-02  -0.132731E-01
  5606   0.684519E+00   0.103694E-01   0.527321E-02  -0.132624E-01
  5607   0.684100E+00   0.103608E-01   0.527144E-02  -0.132518E-01
  5608   0.683796E+00   0.103523E-01   0.526963E-02  -0.132412E-01
  5609   0.683377E+00   0.103438E-01   0.526786E-02  -0.132306E-01
  5610   0.683074E+00   0.103353E-01   0.526605E-02  -0.132200E-01
  5611   0.682656E+00   0.103268E-01   0.526429E-02  -0.132094E-01
  5612   0.682354E+00   0.103184E-01   0.526248E-02  -0.131989E-01
  5613   0.681937E+00   0.103099E-01   0.526072E-02  -0.131883E-01
  5614   0.681635E+00   0.103015E-01   0.525891E-02  -0.131778E-01
  5615   0.681219E+00   0.102930E-01   0.525715E-02  -0.131673E-01
  5616   0.680919E+00   0.102846E-01   0.525535E-02  -0.131568E-01
  5617   0.680503E+00   0.102762E-01   0.525359E-02  -0.131464E-01
  5618   0.680204E+00   0.102678E-01   0.525179E-02  -0.131359E-01
  5619   0.679789E+00   0.102594E-01   0.525003E-02  -0.131255E-01
  5620   0.679491E+00   0.102511E-01   0.524823E-02  -0.131150E-01
  5621   0.679077E+00   0.102427E-01   0.524647E-02  -0.131046E-01
  5622   0.678779E+00   0.102344E-01   0.524468E-02  -0.130943E-01
  5623   0.678366E+00   0.102260E-01   0.524292E-02  -0.130839E-01
  5624   0.678069E+00   0.102177E-01   0.524113E-02  -0.130735E-01
  5625   0.677657E+00   0.102094E-01   0.523938E-02  -0.130632E-01
  5626   0.677361E+00   0.102012E-01   0.523758E-02  -0.130528E-01
  5627   0.676950E+00   0.101929E-01   0.523584E-02  -0.130425E-01
  5628   0.676654E+00   0.101846E-01   0.523404E-02  -0.130322E-01
  5629   0.676244E+00   0.101764E-01   0.523230E-02  -0.130219E-01
  5630   0.675950E+00   0.101681E-01   0.523051E-02  -0.130117E-01
  5631   0.675540E+00   0.101599E-01   0.522876E-02  -0.130014E-01
  5632   0.675246E+00   0.101517E-01   0.522698E-02  -0.129912E-01
  5633   0.674837E+00   0.101435E-01   0.522523E-02  -0.129809E-01
  5634   0.674545E+00   0.101353E-01   0.522345E-02  -0.129707E-01
  5635   0.674136E+00   0.101272E-01   0.522171E-02  -0.129605E-01
  5636   0.673845E+00   0.101190E-01   0.521992E-02  -0.129504E-01
  5637   0.673437E+00   0.101109E-01   0.521819E-02  -0.129402E-01
  5638   0.673146E+00   0.101027E-01   0.521641E-02  -0.129300E-01
  5639   0.672740E+00   0.100946E-01   0.521467E-02  -0.129199E-01
  5640   0.672450E+00   0.100865E-01   0.521289E-02  -0.129098E-01
  5641   0.672043E+00   0.100784E-01   0.521116E-02  -0.128997E-01
  5642   0.671754E+00   0.100703E-01   0.520938E-02  -0.128896E-01
  5643   0.671349E+00   0.100623E-01   0.520765E-02  -0.128795E-01
  5644   0.671061E+00   0.100542E-01   0.520587E-02  -0.128694E-01
  5645   0.670656E+00   0.100462E-01   0.520414E-02  -0.128594E-01
  5646   0.670369E+00   0.100382E-01   0.520237E-02  -0.128493E-01
  5647   0.669965E+00   0.100301E-01   0.520064E-02  -0.128393E-01
  5648   0.669678E+00   0.100221E-01   0.519887E-02  -0.128293E-01
  5649   0.669275E+00   0.100141E-01   0.519714E-02  -0.128193E-01
  5650   0.668989E+00   0.100062E-01   0.519537E-02  -0.128093E-01
  5651   0.668587E+00   0.999818E-02   0.519365E-02  -0.127993E-01
  5652   0.668301E+00   0.999024E-02   0.519188E-02  -0.127893E-01
  5653   0.667900E+00   0.998228E-02   0.519016E-02  -0.127794E-01
  5654   0.667616E+00   0.997438E-02   0.518839E-02  -0.127695E-01
  5655   0.667215E+00   0.996644E-02   0.518667E-02  -0.127595E-01
  5656   0.666931E+00   0.995856E-02   0.518491E-02  -0.127496E-01
  5657   0.666531E+00   0.995064E-02   0.518319E-02  -0.127397E-01
  5658   0.666248E+00   0.994279E-02   0.518143E-02  -0.127299E-01
  5659   0.665849E+00   0.993490E-02   0.517971E-02  -0.127200E-01
  5660   0.665567E+00   0.992707E-02   0.517795E-02  -0.127101E-01
  5661   0.665168E+00   0.991921E-02   0.517624E-02  -0.127003E-01
  5662   0.664887E+00   0.991140E-02   0.517448E-02  -0.126905E-01
  5663   0.664489E+00   0.990356E-02   0.517277E-02  -0.126807E-01
  5664   0.664208E+00   0.989578E-02   0.517101E-02  -0.126709E-01
  5665   0.663811E+00   0.988797E-02   0.516930E-02  -0.126611E-01
  5666   0.663531E+00   0.988021E-02   0.516755E-02  -0.126513E-01
  5667   0.663135E+00   0.987242E-02   0.516584E-02  -0.126415E-01
  5668   0.662856E+00   0.986469E-02   0.516409E-02  -0.126318E-01
  5669   0.662460E+00   0.985692E-02   0.516239E-02  -0.126220E-01
  5670   0.662182E+00   0.984922E-02   0.516064E-02  -0.126123E-01
  5671   0.661786E+00   0.984148E-02   0.515893E-02  -0.126026E-01
  5672   0.661509E+00   0.983379E-02   0.515718E-02  -0.125929E-01
  5673   0.661114E+00   0.982608E-02   0.515548E-02  -0.125832E-01
  5674   0.660838E+00   0.981842E-02   0.515374E-02  -0.125735E-01
  5675   0.660444E+00   0.981073E-02   0.515204E-02  -0.125638E-01
  5676   0.660168E+00   0.980310E-02   0.515029E-02  -0.125542E-01
  5677   0.659775E+00   0.979543E-02   0.514859E-02  -0.125445E-01
  5678   0.659499E+00   0.978782E-02   0.514685E-02  -0.125349E-01
  5679   0.659107E+00   0.978018E-02   0.514516E-02  -0.125253E-01
  5680   0.658832E+00   0.977259E-02   0.514342E-02  -0.125157E-01
  5681   0.658440E+00   0.976497E-02   0.514172E-02  -0.125061E-01
  5682   0.658167E+00   0.975741E-02   0.513998E-02  -0.124965E-01
  5683   0.657776E+00   0.974982E-02   0.513829E-02  -0.124869E-01
  5684   0.657503E+00   0.974228E-02   0.513656E-02  -0.124774E-01
  5685   0.657112E+00   0.973471E-02   0.513487E-02  -0.124678E-01
  5686   0.656840E+00   0.972720E-02   0.513313E-02  -0.124583E-01
  5687   0.656450E+00   0.971965E-02   0.513144E-02  -0.124488E-01
  5688   0.656178E+00   0.971216E-02   0.512971E-02  -0.124392E-01
  5689   0.655789E+00   0.970464E-02   0.512802E-02  -0.124297E-01
  5690   0.655518E+00   0.969717E-02   0.512629E-02  -0.124203E-01
  5691   0.655130E+00   0.968967E-02   0.512461E-02  -0.124108E-01
  5692   0.654860E+00   0.968223E-02   0.512288E-02  -0.124013E-01
  5693   0.654472E+00   0.967475E-02   0.512120E-02  -0.123919E-01
  5694   0.654202E+00   0.966734E-02   0.511947E-02  -0.123824E-01
  5695   0.653815E+00   0.965988E-02   0.511779E-02  -0.123730E-01
  5696   0.653546E+00   0.965249E-02   0.511607E-02  -0.123636E-01
  5697   0.653160E+00   0.964506E-02   0.511439E-02  -0.123541E-01
  5698   0.652892E+00   0.963769E-02   0.511267E-02  -0.123447E-01
  5699   0.652506E+00   0.963029E-02   0.511099E-02  -0.123354E-01
  5700   0.652238E+00   0.962294E-02   0.510927E-02  -0.123260E-01
  5701   0.651853E+00   0.961556E-02   0.510760E-02  -0.123166E-01
  5702   0.651587E+00   0.960823E-02   0.510588E-02  -0.123073E-01
  5703   0.651202E+00   0.960088E-02   0.510420E-02  -0.122979E-01
  5704   0.650936E+00   0.959357E-02   0.510249E-02  -0.122886E-01
  5705   0.650552E+00   0.958624E-02   0.510082E-02  -0.122793E-01
  5706   0.650287E+00   0.957896E-02   0.509910E-02  -0.122700E-01
  5707   0.649903E+00   0.957165E-02   0.509743E-02  -0.122607E-01
  5708   0.649639E+00   0.956440E-02   0.509572E-02  -0.122514E-01
  5709   0.649255E+00   0.955711E-02   0.509405E-02  -0.122421E-01
  5710   0.648992E+00   0.954988E-02   0.509234E-02  -0.122328E-01
  5711   0.648609E+00   0.954261E-02   0.509068E-02  -0.122236E-01
  5712   0.648347E+00   0.953540E-02   0.508897E-02  -0.122143E-01
  5713   0.647965E+00   0.952816E-02   0.508730E-02  -0.122051E-01
  5714   0.647702E+00   0.952097E-02   0.508560E-02  -0.121959E-01
  5715   0.647321E+00   0.951376E-02   0.508394E-02  -0.121867E-01
  5716   0.647060E+00   0.950659E-02   0.508223E-02  -0.121775E-01
  5717   0.646679E+00   0.949940E-02   0.508057E-02  -0.121683E-01
  5718   0.646418E+00   0.949226E-02   0.507887E-02  -0.121591E-01
  5719   0.646038E+00   0.948508E-02   0.507721E-02  -0.121499E-01
  5720   0.645778E+00   0.947796E-02   0.507551E-02  -0.121408E-01
  5721   0.645398E+00   0.947081E-02   0.507385E-02  -0.121316E-01
  5722   0.645139E+00   0.946372E-02   0.507215E-02  -0.121225E-01
  5723   0.644760E+00   0.945659E-02   0.507050E-02  -0.121134E-01
  5724   0.644501E+00   0.944952E-02   0.506880E-02  -0.121042E-01
  5725   0.644123E+00   0.944241E-02   0.506715E-02  -0.120951E-01
  5726   0.643865E+00   0.943536E-02   0.506545E-02  -0.120860E-01
  5727   0.643487E+00   0.942828E-02   0.506380E-02  -0.120770E-01
  5728   0.643230E+00   0.942125E-02   0.506211E-02  -0.120679E-01
  5729   0.642853E+00   0.941419E-02   0.506046E-02  -0.120588E-01
  5730   0.642596E+00   0.940718E-02   0.505877E-02  -0.120498E-01
  5731   0.642219E+00   0.940014E-02   0.505712E-02  -0.120407E-01
  5732   0.641963E+00   0.939316E-02   0.505543E-02  -0.120317E-01
  5733   0.641587E+00   0.938614E-02   0.505379E-02  -0.120227E-01
  5734   0.641332E+00   0.937918E-02   0.505210E-02  -0.120137E-01
  5735   0.640956E+00   0.937219E-02   0.505046E-02  -0.120047E-01
  5736   0.640701E+00   0.936525E-02   0.504877E-02  -0.119957E-01
  5737   0.640327E+00   0.935827E-02   0.504713E-02  -0.119867E-01
  5738   0.640073E+00   0.935136E-02   0.504545E-02  -0.119777E-01
  5739   0.639698E+00   0.934440E-02   0.504381E-02  -0.119688E-01
  5740   0.639445E+00   0.933751E-02   0.504212E-02  -0.119598E-01
  5741   0.639071E+00   0.933058E-02   0.504049E-02  -0.119509E-01
  5742   0.638818E+00   0.932371E-02   0.503881E-02  -0.119419E-01
  5743   0.638445E+00   0.931680E-02   0.503717E-02  -0.119330E-01
  5744   0.638193E+00   0.930995E-02   0.503549E-02  -0.119241E-01
  5745   0.637821E+00   0.930306E-02   0.503386E-02  -0.119152E-01
  5746   0.637569E+00   0.929623E-02   0.503218E-02  -0.119063E-01
  5747   0.637197E+00   0.928937E-02   0.503055E-02  -0.118974E-01
  5748   0.636946E+00   0.928256E-02   0.502888E-02  -0.118886E-01
  5749   0.636575E+00   0.927571E-02   0.502725E-02  -0.118797E-01
  5750   0.636325E+00   0.926893E-02   0.502557E-02  -0.118709E-01
  5751   0.635954E+00   0.926210E-02   0.502395E-02  -0.118620E-01
  5752   0.635704E+00   0.925534E-02   0.502227E-02  -0.118532E-01
  5753   0.635334E+00   0.924854E-02   0.502065E-02  -0.118444E-01
  5754   0.635085E+00   0.924179E-02   0.501898E-02  -0.118356E-01
  5755   0.634715E+00   0.923501E-02   0.501735E-02  -0.118268E-01
  5756   0.634467E+00   0.922829E-02   0.501569E-02  -0.118180E-01
  5757   0.634098E+00   0.922153E-02   0.501406E-02  -0.118092E-01
  5758   0.633850E+00   0.921483E-02   0.501240E-02  -0.118005E-01
  5759   0.633482E+00   0.920809E-02   0.501078E-02  -0.117917E-01
  5760   0.633235E+00   0.920141E-02   0.500911E-02  -0.117830E-01
  5761   0.632867E+00   0.919470E-02   0.500749E-02  -0.117742E-01
  5762   0.632620E+00   0.918804E-02   0.500583E-02  -0.117655E-01
  5763   0.632253E+00   0.918134E-02   0.500422E-02  -0.117568E-01
  5764   0.632007E+00   0.917470E-02   0.500255E-02  -0.117481E-01
  5765   0.631640E+00   0.916803E-02   0.500094E-02  -0.117394E-01
  5766   0.631395E+00   0.916141E-02   0.499928E-02  -0.117307E-01
  5767   0.631029E+00   0.915476E-02   0.499767E-02  -0.117220E-01
  5768   0.630784E+00   0.914816E-02   0.499601E-02  -0.117134E-01
  5769   0.630418E+00   0.914153E-02   0.499440E-02  -0.117047E-01
  5770   0.630174E+00   0.913495E-02   0.499274E-02  -0.116961E-01
  5771   0.629809E+00   0.912834E-02   0.499114E-02  -0.116874E-01
  5772   0.629566E+00   0.912178E-02   0.498948E-02  -0.116788E-01
  5773   0.629201E+00   0.911519E-02   0.498787E-02  -0.116702E-01
  5774   0.628958E+00   0.910865E-02   0.498622E-02  -0.116616E-01
  5775   0.628594E+00   0.910208E-02   0.498462E-02  -0.116530E-01
  5776   0.628352E+00   0.909556E-02   0.498297E-02  -0.116444E-01
  5777   0.627989E+00   0.908901E-02   0.498136E-02  -0.116358E-01
  5778   0.627747E+00   0.908252E-02   0.497972E-02  -0.116273E-01
  5779   0.627384E+00   0.907599E-02   0.497811E-02  -0.116187E-01
  5780   0.627143E+00   0.906951E-02   0.497647E-02  -0.116102E-01
  5781   0.626781E+00   0.906300E-02   0.497487E-02  -0.116016E-01
  5782   0.626541E+00   0.905655E-02   0.497322E-02  -0.115931E-01
  5783   0.626179E+00   0.905006E-02   0.497162E-02  -0.115846E-01
  5784   0.625939E+00   0.904362E-02   0.496998E-02  -0.115761E-01
  5785   0.625578E+00   0.903715E-02   0.496839E-02  -0.115676E-01
  5786   0.625339E+00   0.903073E-02   0.496674E-02  -0.115591E-01
  5787   0.624978E+00   0.902428E-02   0.496515E-02  -0.115506E-01
  5788   0.624740E+00   0.901789E-02   0.496351E-02  -0.115422E-01
  5789   0.624379E+00   0.901146E-02   0.496192E-02  -0.115337E-01
  5790   0.624141E+00   0.900508E-02   0.496028E-02  -0.115253E-01
  5791   0.623782E+00   0.899867E-02   0.495869E-02  -0.115168E-01
  5792   0.623545E+00   0.899231E-02   0.495705E-02  -0.115084E-01
  5793   0.623185E+00   0.898592E-02   0.495546E-02  -0.115000E-01
  5794   0.622949E+00   0.897959E-02   0.495383E-02  -0.114916E-01
  5795   0.622590E+00   0.897321E-02   0.495224E-02  -0.114832E-01
  5796   0.622354E+00   0.896690E-02   0.495061E-02  -0.114748E-01
  5797   0.621996E+00   0.896055E-02   0.494902E-02  -0.114665E-01
  5798   0.621761E+00   0.895425E-02   0.494739E-02  -0.114581E-01
  5799   0.621403E+00   0.894791E-02   0.494581E-02  -0.114497E-01
  5800   0.621168E+00   0.894164E-02   0.494418E-02  -0.114414E-01
  5801   0.620811E+00   0.893532E-02   0.494260E-02  -0.114331E-01
  5802   0.620577E+00   0.892906E-02   0.494097E-02  -0.114247E-01
  5803   0.620220E+00   0.892277E-02   0.493939E-02  -0.114164E-01
  5804   0.619987E+00   0.891653E-02   0.493777E-02  -0.114081E-01
  5805   0.619631E+00   0.891025E-02   0.493619E-02  -0.113998E-01
  5806   0.619398E+00   0.890403E-02   0.493456E-02  -0.113915E-01
  5807   0.619042E+00   0.889778E-02   0.493299E-02  -0.113833E-01
  5808   0.618810E+00   0.889158E-02   0.493137E-02  -0.113750E-01
  5809   0.618455E+00   0.888534E-02   0.492979E-02  -0.113668E-01
  5810   0.618223E+00   0.887916E-02   0.492817E-02  -0.113585E-01
  5811   0.617869E+00   0.887294E-02   0.492660E-02  -0.113503E-01
  5812   0.617638E+00   0.886677E-02   0.492498E-02  -0.113421E-01
  5813   0.617284E+00   0.886057E-02   0.492341E-02  -0.113338E-01
  5814   0.617053E+00   0.885443E-02   0.492179E-02  -0.113256E-01
  5815   0.616700E+00   0.884825E-02   0.492022E-02  -0.113175E-01
  5816   0.616470E+00   0.884212E-02   0.491861E-02  -0.113093E-01
  5817   0.616117E+00   0.883596E-02   0.491704E-02  -0.113011E-01
  5818   0.615888E+00   0.882985E-02   0.491543E-02  -0.112929E-01
  5819   0.615535E+00   0.882371E-02   0.491386E-02  -0.112848E-01
  5820   0.615307E+00   0.881762E-02   0.491225E-02  -0.112766E-01
  5821   0.614955E+00   0.881149E-02   0.491069E-02  -0.112685E-01
  5822   0.614727E+00   0.880542E-02   0.490908E-02  -0.112604E-01
