#    L    TT             EE             BB             TE          
  5151   0.917008E+00   0.161328E-01   0.621255E-02  -0.208804E-01
  5152   0.916364E+00   0.161144E-01   0.621015E-02  -0.208566E-01
  5153   0.915624E+00   0.160961E-01   0.620779E-02  -0.208328E-01
  5154   0.914982E+00   0.160778E-01   0.620540E-02  -0.208090E-01
  5155   0.914244E+00   0.160595E-01   0.620305E-02  -0.207853E-01
  5156   0.913604E+00   0.160412E-01   0.620066E-02  -0.207617E-01
  5157   0.912867E+00   0.160230E-01   0.619831E-02  -0.207381E-01
  5158   0.912229E+00   0.160048E-01   0.619592E-02  -0.207145E-01
  5159   0.911495E+00   0.159866E-01   0.619357E-02  -0.206909E-01
  5160   0.910859E+00   0.159685E-01   0.619119E-02  -0.206674E-01
  5161   0.910126E+00   0.159503E-01   0.618885E-02  -0.206440E-01
  5162   0.909492E+00   0.159323E-01   0.618646E-02  -0.206206E-01
  5163   0.908762E+00   0.159142E-01   0.618412E-02  -0.205972E-01
  5164   0.908130E+00   0.158962E-01   0.618175E-02  -0.205739E-01
  5165   0.907401E+00   0.158782E-01   0.617941E-02  -0.205506E-01
  5166   0.906771E+00   0.158603E-01   0.617703E-02  -0.205273E-01
  5167   0.906044E+00   0.158424E-01   0.617470E-02  -0.205041E-01
  5168   0.905416E+00   0.158245E-01   0.617233E-02  -0.204809E-01
  5169   0.904691E+00   0.158066E-01   0.617000E-02  -0.204577E-01
  5170   0.904066E+00   0.157888E-01   0.616763E-02  -0.204346E-01
  5171   0.903342E+00   0.157710E-01   0.616530E-02  -0.204116E-01
  5172   0.902718E+00   0.157533E-01   0.616294E-02  -0.203885E-01
  5173   0.901997E+00   0.157355E-01   0.616061E-02  -0.203655E-01
  5174   0.901375E+00   0.157178E-01   0.615825E-02  -0.203426E-01
  5175   0.900656E+00   0.157001E-01   0.615593E-02  -0.203197E-01
  5176   0.900036E+00   0.156825E-01   0.615357E-02  -0.202968E-01
  5177   0.899318E+00   0.156649E-01   0.615125E-02  -0.202739E-01
  5178   0.898700E+00   0.156473E-01   0.614889E-02  -0.202511E-01
  5179   0.897984E+00   0.156297E-01   0.614658E-02  -0.202283E-01
  5180   0.897368E+00   0.156122E-01   0.614422E-02  -0.202056E-01
  5181   0.896654E+00   0.155947E-01   0.614191E-02  -0.201829E-01
  5182   0.896040E+00   0.155773E-01   0.613956E-02  -0.201602E-01
  5183   0.895328E+00   0.155599E-01   0.613725E-02  -0.201376E-01
  5184   0.894715E+00   0.155425E-01   0.613491E-02  -0.201150E-01
  5185   0.894005E+00   0.155251E-01   0.613260E-02  -0.200924E-01
  5186   0.893394E+00   0.155078E-01   0.613026E-02  -0.200699E-01
  5187   0.892686E+00   0.154904E-01   0.612795E-02  -0.200474E-01
  5188   0.892077E+00   0.154732E-01   0.612561E-02  -0.200249E-01
  5189   0.891371E+00   0.154559E-01   0.612331E-02  -0.200025E-01
  5190   0.890764E+00   0.154387E-01   0.612097E-02  -0.199801E-01
  5191   0.890059E+00   0.154215E-01   0.611868E-02  -0.199577E-01
  5192   0.889454E+00   0.154044E-01   0.611634E-02  -0.199354E-01
  5193   0.888751E+00   0.153872E-01   0.611405E-02  -0.199131E-01
  5194   0.888148E+00   0.153702E-01   0.611172E-02  -0.198908E-01
  5195   0.887446E+00   0.153531E-01   0.610942E-02  -0.198686E-01
  5196   0.886845E+00   0.153361E-01   0.610710E-02  -0.198464E-01
  5197   0.886145E+00   0.153191E-01   0.610481E-02  -0.198242E-01
  5198   0.885546E+00   0.153021E-01   0.610248E-02  -0.198021E-01
  5199   0.884848E+00   0.152851E-01   0.610020E-02  -0.197800E-01
  5200   0.884250E+00   0.152682E-01   0.609787E-02  -0.197579E-01
  5201   0.883554E+00   0.152513E-01   0.609559E-02  -0.197359E-01
  5202   0.882958E+00   0.152345E-01   0.609327E-02  -0.197139E-01
  5203   0.882264E+00   0.152177E-01   0.609099E-02  -0.196919E-01
  5204   0.881669E+00   0.152009E-01   0.608868E-02  -0.196700E-01
  5205   0.880977E+00   0.151841E-01   0.608640E-02  -0.196481E-01
  5206   0.880384E+00   0.151674E-01   0.608409E-02  -0.196262E-01
  5207   0.879693E+00   0.151507E-01   0.608181E-02  -0.196044E-01
  5208   0.879103E+00   0.151340E-01   0.607951E-02  -0.195825E-01
  5209   0.878413E+00   0.151174E-01   0.607723E-02  -0.195608E-01
  5210   0.877825E+00   0.151008E-01   0.607493E-02  -0.195390E-01
  5211   0.877137E+00   0.150842E-01   0.607266E-02  -0.195173E-01
  5212   0.876550E+00   0.150677E-01   0.607036E-02  -0.194956E-01
  5213   0.875864E+00   0.150511E-01   0.606809E-02  -0.194739E-01
  5214   0.875279E+00   0.150346E-01   0.606579E-02  -0.194523E-01
  5215   0.874594E+00   0.150182E-01   0.606353E-02  -0.194307E-01
  5216   0.874011E+00   0.150018E-01   0.606123E-02  -0.194092E-01
  5217   0.873328E+00   0.149853E-01   0.605897E-02  -0.193876E-01
  5218   0.872746E+00   0.149690E-01   0.605668E-02  -0.193661E-01
  5219   0.872065E+00   0.149526E-01   0.605442E-02  -0.193446E-01
  5220   0.871485E+00   0.149363E-01   0.605213E-02  -0.193232E-01
  5221   0.870806E+00   0.149200E-01   0.604988E-02  -0.193018E-01
  5222   0.870228E+00   0.149038E-01   0.604759E-02  -0.192804E-01
  5223   0.869550E+00   0.148875E-01   0.604534E-02  -0.192590E-01
  5224   0.868973E+00   0.148714E-01   0.604305E-02  -0.192377E-01
  5225   0.868297E+00   0.148552E-01   0.604081E-02  -0.192164E-01
  5226   0.867722E+00   0.148391E-01   0.603852E-02  -0.191951E-01
  5227   0.867048E+00   0.148230E-01   0.603628E-02  -0.191739E-01
  5228   0.866475E+00   0.148069E-01   0.603400E-02  -0.191527E-01
  5229   0.865802E+00   0.147908E-01   0.603176E-02  -0.191315E-01
  5230   0.865230E+00   0.147748E-01   0.602948E-02  -0.191104E-01
  5231   0.864559E+00   0.147588E-01   0.602724E-02  -0.190892E-01
  5232   0.863989E+00   0.147429E-01   0.602497E-02  -0.190681E-01
  5233   0.863320E+00   0.147270E-01   0.602273E-02  -0.190471E-01
  5234   0.862751E+00   0.147111E-01   0.602046E-02  -0.190260E-01
  5235   0.862084E+00   0.146952E-01   0.601823E-02  -0.190050E-01
  5236   0.861517E+00   0.146794E-01   0.601596E-02  -0.189841E-01
  5237   0.860851E+00   0.146636E-01   0.601373E-02  -0.189631E-01
  5238   0.860286E+00   0.146478E-01   0.601147E-02  -0.189422E-01
  5239   0.859621E+00   0.146320E-01   0.600924E-02  -0.189213E-01
  5240   0.859058E+00   0.146163E-01   0.600698E-02  -0.189004E-01
  5241   0.858395E+00   0.146006E-01   0.600475E-02  -0.188796E-01
  5242   0.857833E+00   0.145850E-01   0.600249E-02  -0.188588E-01
  5243   0.857172E+00   0.145693E-01   0.600027E-02  -0.188380E-01
  5244   0.856612E+00   0.145537E-01   0.599802E-02  -0.188173E-01
  5245   0.855952E+00   0.145382E-01   0.599580E-02  -0.187966E-01
  5246   0.855393E+00   0.145226E-01   0.599355E-02  -0.187759E-01
  5247   0.854735E+00   0.145071E-01   0.599133E-02  -0.187552E-01
  5248   0.854178E+00   0.144916E-01   0.598908E-02  -0.187346E-01
  5249   0.853522E+00   0.144762E-01   0.598687E-02  -0.187140E-01
  5250   0.852967E+00   0.144607E-01   0.598462E-02  -0.186934E-01
  5251   0.852311E+00   0.144453E-01   0.598241E-02  -0.186729E-01
  5252   0.851758E+00   0.144300E-01   0.598017E-02  -0.186524E-01
  5253   0.851104E+00   0.144146E-01   0.597796E-02  -0.186319E-01
  5254   0.850553E+00   0.143993E-01   0.597572E-02  -0.186114E-01
  5255   0.849900E+00   0.143840E-01   0.597352E-02  -0.185910E-01
  5256   0.849350E+00   0.143688E-01   0.597128E-02  -0.185706E-01
  5257   0.848700E+00   0.143535E-01   0.596908E-02  -0.185502E-01
  5258   0.848151E+00   0.143384E-01   0.596684E-02  -0.185298E-01
  5259   0.847502E+00   0.143232E-01   0.596464E-02  -0.185095E-01
  5260   0.846956E+00   0.143080E-01   0.596241E-02  -0.184892E-01
  5261   0.846308E+00   0.142929E-01   0.596021E-02  -0.184690E-01
  5262   0.845763E+00   0.142779E-01   0.595798E-02  -0.184487E-01
  5263   0.845117E+00   0.142628E-01   0.595579E-02  -0.184285E-01
  5264   0.844573E+00   0.142478E-01   0.595356E-02  -0.184084E-01
  5265   0.843929E+00   0.142328E-01   0.595137E-02  -0.183882E-01
  5266   0.843387E+00   0.142178E-01   0.594915E-02  -0.183681E-01
  5267   0.842744E+00   0.142028E-01   0.594696E-02  -0.183480E-01
  5268   0.842204E+00   0.141879E-01   0.594474E-02  -0.183279E-01
  5269   0.841563E+00   0.141730E-01   0.594256E-02  -0.183079E-01
  5270   0.841024E+00   0.141582E-01   0.594034E-02  -0.182879E-01
  5271   0.840384E+00   0.141433E-01   0.593816E-02  -0.182679E-01
  5272   0.839847E+00   0.141286E-01   0.593594E-02  -0.182480E-01
  5273   0.839209E+00   0.141138E-01   0.593376E-02  -0.182281E-01
  5274   0.838673E+00   0.140990E-01   0.593155E-02  -0.182082E-01
  5275   0.838037E+00   0.140843E-01   0.592937E-02  -0.181883E-01
  5276   0.837503E+00   0.140696E-01   0.592716E-02  -0.181685E-01
  5277   0.836867E+00   0.140550E-01   0.592499E-02  -0.181487E-01
  5278   0.836335E+00   0.140403E-01   0.592278E-02  -0.181289E-01
  5279   0.835702E+00   0.140257E-01   0.592061E-02  -0.181092E-01
  5280   0.835171E+00   0.140111E-01   0.591841E-02  -0.180894E-01
  5281   0.834539E+00   0.139966E-01   0.591624E-02  -0.180697E-01
  5282   0.834010E+00   0.139821E-01   0.591404E-02  -0.180501E-01
  5283   0.833379E+00   0.139675E-01   0.591188E-02  -0.180304E-01
  5284   0.832852E+00   0.139531E-01   0.590968E-02  -0.180108E-01
  5285   0.832223E+00   0.139386E-01   0.590752E-02  -0.179913E-01
  5286   0.831697E+00   0.139242E-01   0.590532E-02  -0.179717E-01
  5287   0.831069E+00   0.139098E-01   0.590316E-02  -0.179522E-01
  5288   0.830545E+00   0.138955E-01   0.590097E-02  -0.179327E-01
  5289   0.829919E+00   0.138811E-01   0.589881E-02  -0.179133E-01
  5290   0.829396E+00   0.138668E-01   0.589662E-02  -0.178938E-01
  5291   0.828772E+00   0.138525E-01   0.589447E-02  -0.178744E-01
  5292   0.828251E+00   0.138383E-01   0.589228E-02  -0.178551E-01
  5293   0.827628E+00   0.138240E-01   0.589013E-02  -0.178357E-01
  5294   0.827108E+00   0.138099E-01   0.588794E-02  -0.178164E-01
  5295   0.826487E+00   0.137957E-01   0.588580E-02  -0.177971E-01
  5296   0.825969E+00   0.137815E-01   0.588361E-02  -0.177779E-01
  5297   0.825349E+00   0.137674E-01   0.588147E-02  -0.177586E-01
  5298   0.824833E+00   0.137533E-01   0.587929E-02  -0.177394E-01
  5299   0.824214E+00   0.137392E-01   0.587715E-02  -0.177203E-01
  5300   0.823700E+00   0.137252E-01   0.587497E-02  -0.177011E-01
  5301   0.823083E+00   0.137111E-01   0.587283E-02  -0.176820E-01
  5302   0.822570E+00   0.136972E-01   0.587065E-02  -0.176629E-01
  5303   0.821954E+00   0.136832E-01   0.586852E-02  -0.176439E-01
  5304   0.821443E+00   0.136693E-01   0.586635E-02  -0.176249E-01
  5305   0.820829E+00   0.136553E-01   0.586421E-02  -0.176059E-01
  5306   0.820319E+00   0.136415E-01   0.586204E-02  -0.175869E-01
  5307   0.819707E+00   0.136276E-01   0.585991E-02  -0.175680E-01
  5308   0.819198E+00   0.136138E-01   0.585775E-02  -0.175491E-01
  5309   0.818587E+00   0.135999E-01   0.585562E-02  -0.175302E-01
  5310   0.818081E+00   0.135862E-01   0.585345E-02  -0.175114E-01
  5311   0.817471E+00   0.135724E-01   0.585133E-02  -0.174926E-01
  5312   0.816966E+00   0.135587E-01   0.584917E-02  -0.174738E-01
  5313   0.816358E+00   0.135449E-01   0.584705E-02  -0.174550E-01
  5314   0.815855E+00   0.135313E-01   0.584489E-02  -0.174363E-01
  5315   0.815249E+00   0.135176E-01   0.584277E-02  -0.174176E-01
  5316   0.814747E+00   0.135040E-01   0.584061E-02  -0.173989E-01
  5317   0.814142E+00   0.134903E-01   0.583850E-02  -0.173803E-01
  5318   0.813642E+00   0.134768E-01   0.583634E-02  -0.173617E-01
  5319   0.813038E+00   0.134632E-01   0.583423E-02  -0.173431E-01
  5320   0.812540E+00   0.134497E-01   0.583208E-02  -0.173246E-01
  5321   0.811938E+00   0.134361E-01   0.582997E-02  -0.173061E-01
  5322   0.811441E+00   0.134227E-01   0.582782E-02  -0.172876E-01
  5323   0.810840E+00   0.134092E-01   0.582571E-02  -0.172692E-01
  5324   0.810345E+00   0.133958E-01   0.582356E-02  -0.172507E-01
  5325   0.809746E+00   0.133823E-01   0.582146E-02  -0.172323E-01
  5326   0.809252E+00   0.133690E-01   0.581932E-02  -0.172140E-01
  5327   0.808655E+00   0.133556E-01   0.581721E-02  -0.171957E-01
  5328   0.808163E+00   0.133423E-01   0.581507E-02  -0.171774E-01
  5329   0.807567E+00   0.133289E-01   0.581297E-02  -0.171591E-01
  5330   0.807076E+00   0.133157E-01   0.581083E-02  -0.171409E-01
  5331   0.806482E+00   0.133024E-01   0.580874E-02  -0.171226E-01
  5332   0.805993E+00   0.132891E-01   0.580660E-02  -0.171045E-01
  5333   0.805400E+00   0.132759E-01   0.580451E-02  -0.170863E-01
  5334   0.804912E+00   0.132627E-01   0.580238E-02  -0.170682E-01
  5335   0.804321E+00   0.132495E-01   0.580028E-02  -0.170501E-01
  5336   0.803835E+00   0.132364E-01   0.579815E-02  -0.170321E-01
  5337   0.803245E+00   0.132233E-01   0.579606E-02  -0.170141E-01
  5338   0.802761E+00   0.132102E-01   0.579394E-02  -0.169961E-01
  5339   0.802173E+00   0.131971E-01   0.579185E-02  -0.169781E-01
  5340   0.801690E+00   0.131840E-01   0.578973E-02  -0.169602E-01
  5341   0.801103E+00   0.131710E-01   0.578764E-02  -0.169423E-01
  5342   0.800622E+00   0.131580E-01   0.578552E-02  -0.169244E-01
  5343   0.800037E+00   0.131450E-01   0.578344E-02  -0.169066E-01
  5344   0.799557E+00   0.131321E-01   0.578132E-02  -0.168888E-01
  5345   0.798974E+00   0.131191E-01   0.577924E-02  -0.168710E-01
  5346   0.798496E+00   0.131062E-01   0.577712E-02  -0.168533E-01
  5347   0.797913E+00   0.130933E-01   0.577505E-02  -0.168356E-01
  5348   0.797437E+00   0.130804E-01   0.577293E-02  -0.168179E-01
  5349   0.796856E+00   0.130676E-01   0.577086E-02  -0.168003E-01
  5350   0.796382E+00   0.130548E-01   0.576875E-02  -0.167827E-01
  5351   0.795802E+00   0.130419E-01   0.576668E-02  -0.167651E-01
  5352   0.795329E+00   0.130292E-01   0.576457E-02  -0.167475E-01
  5353   0.794751E+00   0.130164E-01   0.576250E-02  -0.167300E-01
  5354   0.794280E+00   0.130037E-01   0.576040E-02  -0.167125E-01
  5355   0.793704E+00   0.129910E-01   0.575833E-02  -0.166951E-01
  5356   0.793234E+00   0.129783E-01   0.575623E-02  -0.166776E-01
  5357   0.792659E+00   0.129656E-01   0.575416E-02  -0.166603E-01
  5358   0.792190E+00   0.129530E-01   0.575206E-02  -0.166429E-01
  5359   0.791617E+00   0.129403E-01   0.575000E-02  -0.166256E-01
  5360   0.791150E+00   0.129277E-01   0.574790E-02  -0.166083E-01
  5361   0.790579E+00   0.129151E-01   0.574585E-02  -0.165910E-01
  5362   0.790113E+00   0.129026E-01   0.574375E-02  -0.165738E-01
  5363   0.789543E+00   0.128900E-01   0.574170E-02  -0.165566E-01
  5364   0.789080E+00   0.128776E-01   0.573960E-02  -0.165394E-01
  5365   0.788511E+00   0.128650E-01   0.573755E-02  -0.165223E-01
  5366   0.788049E+00   0.128526E-01   0.573546E-02  -0.165052E-01
  5367   0.787482E+00   0.128401E-01   0.573341E-02  -0.164881E-01
  5368   0.787021E+00   0.128277E-01   0.573132E-02  -0.164711E-01
  5369   0.786456E+00   0.128153E-01   0.572927E-02  -0.164541E-01
  5370   0.785997E+00   0.128029E-01   0.572719E-02  -0.164371E-01
  5371   0.785432E+00   0.127905E-01   0.572514E-02  -0.164202E-01
  5372   0.784975E+00   0.127782E-01   0.572306E-02  -0.164033E-01
  5373   0.784412E+00   0.127659E-01   0.572102E-02  -0.163864E-01
  5374   0.783957E+00   0.127536E-01   0.571894E-02  -0.163696E-01
  5375   0.783395E+00   0.127413E-01   0.571690E-02  -0.163527E-01
  5376   0.782941E+00   0.127290E-01   0.571482E-02  -0.163360E-01
  5377   0.782382E+00   0.127168E-01   0.571278E-02  -0.163192E-01
  5378   0.781929E+00   0.127046E-01   0.571071E-02  -0.163025E-01
  5379   0.781371E+00   0.126924E-01   0.570867E-02  -0.162858E-01
  5380   0.780920E+00   0.126802E-01   0.570660E-02  -0.162692E-01
  5381   0.780363E+00   0.126680E-01   0.570457E-02  -0.162526E-01
  5382   0.779913E+00   0.126559E-01   0.570250E-02  -0.162360E-01
  5383   0.779358E+00   0.126438E-01   0.570047E-02  -0.162194E-01
  5384   0.778910E+00   0.126317E-01   0.569840E-02  -0.162029E-01
  5385   0.778357E+00   0.126196E-01   0.569638E-02  -0.161864E-01
  5386   0.777910E+00   0.126076E-01   0.569431E-02  -0.161700E-01
  5387   0.777358E+00   0.125955E-01   0.569229E-02  -0.161536E-01
  5388   0.776913E+00   0.125835E-01   0.569022E-02  -0.161372E-01
  5389   0.776363E+00   0.125715E-01   0.568820E-02  -0.161208E-01
  5390   0.775919E+00   0.125596E-01   0.568614E-02  -0.161045E-01
  5391   0.775370E+00   0.125476E-01   0.568412E-02  -0.160882E-01
  5392   0.774929E+00   0.125357E-01   0.568206E-02  -0.160720E-01
  5393   0.774381E+00   0.125238E-01   0.568005E-02  -0.160557E-01
  5394   0.773941E+00   0.125119E-01   0.567799E-02  -0.160396E-01
  5395   0.773395E+00   0.125000E-01   0.567598E-02  -0.160234E-01
  5396   0.772956E+00   0.124881E-01   0.567393E-02  -0.160073E-01
  5397   0.772411E+00   0.124763E-01   0.567192E-02  -0.159912E-01
  5398   0.771974E+00   0.124645E-01   0.566986E-02  -0.159751E-01
  5399   0.771431E+00   0.124527E-01   0.566786E-02  -0.159591E-01
  5400   0.770995E+00   0.124409E-01   0.566581E-02  -0.159431E-01
  5401   0.770454E+00   0.124291E-01   0.566380E-02  -0.159271E-01
  5402   0.770020E+00   0.124174E-01   0.566176E-02  -0.159112E-01
  5403   0.769480E+00   0.124057E-01   0.565975E-02  -0.158953E-01
  5404   0.769047E+00   0.123940E-01   0.565771E-02  -0.158795E-01
  5405   0.768508E+00   0.123823E-01   0.565571E-02  -0.158636E-01
  5406   0.768077E+00   0.123707E-01   0.565367E-02  -0.158478E-01
  5407   0.767540E+00   0.123590E-01   0.565167E-02  -0.158321E-01
  5408   0.767111E+00   0.123474E-01   0.564963E-02  -0.158163E-01
  5409   0.766575E+00   0.123358E-01   0.564764E-02  -0.158006E-01
  5410   0.766147E+00   0.123242E-01   0.564560E-02  -0.157850E-01
  5411   0.765613E+00   0.123126E-01   0.564361E-02  -0.157693E-01
  5412   0.765186E+00   0.123011E-01   0.564157E-02  -0.157537E-01
  5413   0.764654E+00   0.122896E-01   0.563958E-02  -0.157382E-01
  5414   0.764229E+00   0.122781E-01   0.563755E-02  -0.157226E-01
  5415   0.763697E+00   0.122665E-01   0.563556E-02  -0.157071E-01
  5416   0.763274E+00   0.122551E-01   0.563353E-02  -0.156916E-01
  5417   0.762744E+00   0.122436E-01   0.563155E-02  -0.156762E-01
  5418   0.762322E+00   0.122322E-01   0.562952E-02  -0.156608E-01
  5419   0.761794E+00   0.122208E-01   0.562754E-02  -0.156454E-01
  5420   0.761374E+00   0.122094E-01   0.562552E-02  -0.156301E-01
  5421   0.760846E+00   0.121980E-01   0.562353E-02  -0.156148E-01
  5422   0.760428E+00   0.121866E-01   0.562151E-02  -0.155995E-01
  5423   0.759902E+00   0.121753E-01   0.561954E-02  -0.155842E-01
  5424   0.759485E+00   0.121640E-01   0.561752E-02  -0.155690E-01
  5425   0.758961E+00   0.121526E-01   0.561554E-02  -0.155538E-01
  5426   0.758545E+00   0.121414E-01   0.561352E-02  -0.155387E-01
  5427   0.758022E+00   0.121301E-01   0.561155E-02  -0.155236E-01
  5428   0.757608E+00   0.121188E-01   0.560954E-02  -0.155085E-01
  5429   0.757087E+00   0.121076E-01   0.560757E-02  -0.154934E-01
  5430   0.756674E+00   0.120964E-01   0.560555E-02  -0.154784E-01
  5431   0.756154E+00   0.120852E-01   0.560359E-02  -0.154634E-01
  5432   0.755743E+00   0.120740E-01   0.560158E-02  -0.154485E-01
  5433   0.755224E+00   0.120628E-01   0.559961E-02  -0.154335E-01
  5434   0.754814E+00   0.120517E-01   0.559760E-02  -0.154186E-01
  5435   0.754297E+00   0.120405E-01   0.559564E-02  -0.154038E-01
  5436   0.753889E+00   0.120294E-01   0.559364E-02  -0.153889E-01
  5437   0.753373E+00   0.120183E-01   0.559167E-02  -0.153741E-01
  5438   0.752967E+00   0.120073E-01   0.558967E-02  -0.153594E-01
  5439   0.752452E+00   0.119962E-01   0.558771E-02  -0.153446E-01
  5440   0.752047E+00   0.119852E-01   0.558572E-02  -0.153299E-01
  5441   0.751534E+00   0.119741E-01   0.558376E-02  -0.153152E-01
  5442   0.751130E+00   0.119631E-01   0.558176E-02  -0.153006E-01
  5443   0.750619E+00   0.119521E-01   0.557981E-02  -0.152860E-01
  5444   0.750216E+00   0.119412E-01   0.557781E-02  -0.152714E-01
  5445   0.749706E+00   0.119302E-01   0.557586E-02  -0.152569E-01
  5446   0.749305E+00   0.119193E-01   0.557387E-02  -0.152423E-01
  5447   0.748797E+00   0.119083E-01   0.557192E-02  -0.152278E-01
  5448   0.748397E+00   0.118975E-01   0.556993E-02  -0.152134E-01
  5449   0.747890E+00   0.118865E-01   0.556798E-02  -0.151990E-01
  5450   0.747492E+00   0.118757E-01   0.556600E-02  -0.151846E-01
  5451   0.746986E+00   0.118648E-01   0.556405E-02  -0.151702E-01
  5452   0.746589E+00   0.118540E-01   0.556207E-02  -0.151559E-01
  5453   0.746084E+00   0.118432E-01   0.556012E-02  -0.151416E-01
  5454   0.745689E+00   0.118324E-01   0.555814E-02  -0.151273E-01
  5455   0.745186E+00   0.118216E-01   0.555620E-02  -0.151131E-01
  5456   0.744792E+00   0.118108E-01   0.555422E-02  -0.150988E-01
  5457   0.744290E+00   0.118001E-01   0.555229E-02  -0.150847E-01
  5458   0.743898E+00   0.117893E-01   0.555031E-02  -0.150705E-01
  5459   0.743398E+00   0.117786E-01   0.554837E-02  -0.150564E-01
  5460   0.743007E+00   0.117679E-01   0.554640E-02  -0.150423E-01
  5461   0.742507E+00   0.117572E-01   0.554446E-02  -0.150282E-01
  5462   0.742118E+00   0.117466E-01   0.554249E-02  -0.150142E-01
  5463   0.741620E+00   0.117359E-01   0.554056E-02  -0.150002E-01
  5464   0.741232E+00   0.117253E-01   0.553859E-02  -0.149862E-01
  5465   0.740735E+00   0.117146E-01   0.553666E-02  -0.149723E-01
  5466   0.740349E+00   0.117041E-01   0.553469E-02  -0.149584E-01
  5467   0.739854E+00   0.116935E-01   0.553277E-02  -0.149445E-01
  5468   0.739468E+00   0.116829E-01   0.553080E-02  -0.149306E-01
  5469   0.738974E+00   0.116723E-01   0.552888E-02  -0.149168E-01
  5470   0.738591E+00   0.116618E-01   0.552692E-02  -0.149030E-01
  5471   0.738098E+00   0.116513E-01   0.552500E-02  -0.148893E-01
  5472   0.737716E+00   0.116408E-01   0.552303E-02  -0.148755E-01
  5473   0.737224E+00   0.116303E-01   0.552112E-02  -0.148618E-01
  5474   0.736843E+00   0.116198E-01   0.551916E-02  -0.148481E-01
  5475   0.736353E+00   0.116093E-01   0.551724E-02  -0.148345E-01
  5476   0.735973E+00   0.115989E-01   0.551528E-02  -0.148209E-01
  5477   0.735485E+00   0.115885E-01   0.551337E-02  -0.148073E-01
  5478   0.735106E+00   0.115781E-01   0.551142E-02  -0.147937E-01
  5479   0.734619E+00   0.115677E-01   0.550950E-02  -0.147802E-01
  5480   0.734242E+00   0.115573E-01   0.550755E-02  -0.147667E-01
  5481   0.733756E+00   0.115469E-01   0.550564E-02  -0.147532E-01
  5482   0.733380E+00   0.115366E-01   0.550369E-02  -0.147398E-01
  5483   0.732895E+00   0.115263E-01   0.550179E-02  -0.147263E-01
  5484   0.732521E+00   0.115160E-01   0.549984E-02  -0.147129E-01
  5485   0.732037E+00   0.115057E-01   0.549794E-02  -0.146996E-01
  5486   0.731664E+00   0.114954E-01   0.549599E-02  -0.146863E-01
  5487   0.731182E+00   0.114851E-01   0.549409E-02  -0.146729E-01
  5488   0.730810E+00   0.114749E-01   0.549215E-02  -0.146597E-01
  5489   0.730329E+00   0.114646E-01   0.549025E-02  -0.146464E-01
  5490   0.729959E+00   0.114544E-01   0.548831E-02  -0.146332E-01
  5491   0.729479E+00   0.114442E-01   0.548641E-02  -0.146200E-01
  5492   0.729110E+00   0.114341E-01   0.548447E-02  -0.146068E-01
  5493   0.728631E+00   0.114239E-01   0.548258E-02  -0.145937E-01
  5494   0.728264E+00   0.114137E-01   0.548064E-02  -0.145806E-01
  5495   0.727786E+00   0.114036E-01   0.547875E-02  -0.145675E-01
  5496   0.727420E+00   0.113935E-01   0.547681E-02  -0.145544E-01
  5497   0.726944E+00   0.113833E-01   0.547492E-02  -0.145414E-01
  5498   0.726579E+00   0.113733E-01   0.547299E-02  -0.145284E-01
  5499   0.726104E+00   0.113632E-01   0.547110E-02  -0.145154E-01
  5500   0.725740E+00   0.113531E-01   0.546917E-02  -0.145025E-01
  5501   0.725266E+00   0.113430E-01   0.546729E-02  -0.144895E-01
  5502   0.724904E+00   0.113330E-01   0.546536E-02  -0.144766E-01
  5503   0.724431E+00   0.113230E-01   0.546348E-02  -0.144638E-01
  5504   0.724070E+00   0.113130E-01   0.546155E-02  -0.144509E-01
  5505   0.723599E+00   0.113030E-01   0.545967E-02  -0.144381E-01
  5506   0.723239E+00   0.112931E-01   0.545775E-02  -0.144253E-01
  5507   0.722769E+00   0.112831E-01   0.545587E-02  -0.144126E-01
  5508   0.722410E+00   0.112732E-01   0.545395E-02  -0.143998E-01
  5509   0.721941E+00   0.112632E-01   0.545207E-02  -0.143871E-01
  5510   0.721584E+00   0.112533E-01   0.545016E-02  -0.143744E-01
  5511   0.721116E+00   0.112434E-01   0.544828E-02  -0.143618E-01
  5512   0.720760E+00   0.112336E-01   0.544637E-02  -0.143491E-01
  5513   0.720293E+00   0.112237E-01   0.544449E-02  -0.143365E-01
  5514   0.719938E+00   0.112138E-01   0.544258E-02  -0.143239E-01
  5515   0.719473E+00   0.112040E-01   0.544071E-02  -0.143114E-01
  5516   0.719119E+00   0.111942E-01   0.543880E-02  -0.142988E-01
  5517   0.718655E+00   0.111844E-01   0.543693E-02  -0.142863E-01
  5518   0.718302E+00   0.111746E-01   0.543502E-02  -0.142738E-01
  5519   0.717839E+00   0.111648E-01   0.543316E-02  -0.142614E-01
  5520   0.717488E+00   0.111551E-01   0.543125E-02  -0.142490E-01
  5521   0.717026E+00   0.111453E-01   0.542939E-02  -0.142366E-01
  5522   0.716676E+00   0.111356E-01   0.542749E-02  -0.142242E-01
  5523   0.716215E+00   0.111259E-01   0.542562E-02  -0.142118E-01
  5524   0.715867E+00   0.111162E-01   0.542372E-02  -0.141995E-01
  5525   0.715407E+00   0.111065E-01   0.542186E-02  -0.141872E-01
  5526   0.715059E+00   0.110968E-01   0.541996E-02  -0.141749E-01
  5527   0.714600E+00   0.110871E-01   0.541811E-02  -0.141626E-01
